Timestamp,Label,Assumed_Power_W,PUE,Year,Total_Wall_Time_s,Total_Energy_kWh,Country,Intensity_kgCO2_per_kWh,Emissions_kgCO2
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,G7 (Ember),342.5886,0.020198238757124995
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Estonia,341.0214,0.020105840236624997
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,OECD (Ember),337.48355,0.019897256708197912
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Greece,319.76236,0.01885245595685833
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Belarus,313.6173,0.018490157301687498
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Italy,287.5335,0.016952316229062497
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Colombia,285.7959,0.0168498713150625
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Europe (Ember),284.16852,0.016753924719674997
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Ireland,279.70218,0.016490599548637498
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Chile,265.51648,0.01565424318553333
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Bulgaria,264.20685,0.015577030401968747
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Peru,263.2733,0.015521990433354164
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Latin America and Caribbean (Ember),255.2324,0.015047917396416664
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Netherlands,253.31152,0.01493466671363333
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Romania,245.55428,0.014477317620241665
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Armenia,244.3439,0.014405956389229164
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Slovenia,227.64705,0.013421548376843749
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,EU (Ember),213.3101,0.012576274660354166
